  1038.25000     2.91116     1.71517     3.15991     0.32391     0.22821     0.17710 -4.2113E-03
  1038.28125     2.92127     1.72228     3.16543     0.32355     0.22704     0.17603 -4.2113E-03
  1038.31250     2.93138     1.72936     3.17092     0.32320     0.22587     0.17497 -4.2114E-03
  1038.34375     2.94147     1.73640     3.17637     0.32285     0.22471     0.17391 -4.2115E-03
  1038.37500     2.95156     1.74340     3.18179     0.32250     0.22355     0.17286 -4.2116E-03
  1038.40625     2.96163     1.75037     3.18717     0.32216     0.22240     0.17181 -4.2116E-03
  1038.43750     2.97169     1.75730     3.19252     0.32182     0.22124     0.17077 -4.2117E-03
  1038.46875     2.98174     1.76420     3.19784     0.32147     0.22009     0.16974 -4.2118E-03
  1038.50000     2.99179     1.77106     3.20313     0.32114     0.21895     0.16871 -4.2119E-03
  1038.53125     3.00182     1.77788     3.20839     0.32080     0.21780     0.16769 -4.2119E-03
  1038.56250     3.01184     1.78467     3.21361     0.32046     0.21666     0.16667 -4.2120E-03
  1038.59375     3.02184     1.79142     3.21881     0.32013     0.21552     0.16566 -4.2121E-03
  1038.62500     3.03184     1.79814     3.22397     0.31980     0.21438     0.16465 -4.2122E-03
  1038.65625     3.04183     1.80482     3.22910     0.31947     0.21325     0.16365 -4.2122E-03
  1038.68750     3.05181     1.81147     3.23419     0.31914     0.21211     0.16265 -4.2123E-03
  1038.71875     3.06178     1.81808     3.23926     0.31881     0.21098     0.16166 -4.2124E-03
  1038.75000     3.07174     1.82465     3.24430     0.31848     0.20986     0.16067 -4.2125E-03
  1038.78125     3.08168     1.83119     3.24930     0.31816     0.20873     0.15969 -4.2125E-03
  1038.81250     3.09162     1.83770     3.25428     0.31784     0.20761     0.15872 -4.2126E-03
  1038.84375     3.10155     1.84417     3.25922     0.31752     0.20649     0.15775 -4.2127E-03
  1038.87500     3.11147     1.85060     3.26414     0.31720     0.20538     0.15678 -4.2128E-03
  1038.90625     3.12137     1.85700     3.26902     0.31688     0.20426     0.15582 -4.2128E-03
  1038.93750     3.13127     1.86337     3.27388     0.31657     0.20315     0.15486 -4.2129E-03
  1038.96875     3.14116     1.86970     3.27870     0.31625     0.20204     0.15391 -4.2130E-03
  1039.00000     3.15104     1.87600     3.28350     0.31594     0.20093     0.15296 -4.2131E-03
  1039.03125     3.16090     1.88226     3.28826     0.31563     0.19983     0.15202 -4.2131E-03
  1039.06250     3.17076     1.88849     3.29300     0.31532     0.19873     0.15108 -4.2132E-03
  1039.09375     3.18061     1.89468     3.29771     0.31501     0.19763     0.15015 -4.2133E-03
  1039.12500     3.19045     1.90084     3.30238     0.31470     0.19653     0.14922 -4.2134E-03
  1039.15625     3.20028     1.90696     3.30703     0.31439     0.19544     0.14830 -4.2134E-03
  1039.18750     3.21010     1.91305     3.31165     0.31409     0.19434     0.14738 -4.2135E-03
